date,open,high,low,close,volume
2024-02-20,719.47,719.56,677.34,694.52,70483310
2024-02-21,680.06,688.88,662.48,674.72,69029813
2024-02-22,750.25,785.75,742.2,785.38,86509974
2024-02-23,807.9,823.94,775.7,788.17,82938837
2024-02-26,797.0,806.4599,785.05,790.92,50397273
2024-02-27,793.81,794.8,771.62,787.01,39170524
2024-02-28,776.2,789.33,771.25,776.63,39311040
2024-02-29,790.94,799.9,783.5,791.12,50728898
2024-03-01,800.0,823.0,794.3503,822.79,47913510
2024-03-04,841.3,876.95,837.19,852.37,61561645
2024-03-05,852.7,860.97,834.1701,859.64,52063930
2024-03-06,880.22,897.24,870.3001,887.0,58252030
2024-03-07,901.58,927.67,896.0201,926.69,60811916
2024-03-08,951.379,974.0,865.06,875.28,114226906
2024-03-11,864.29,887.97,841.66,857.74,66611510
2024-03-12,880.49,919.6,861.501,919.13,65437480
2024-03-13,910.55,915.04,884.35,908.88,62726626
2024-03-14,895.77,906.46,866.0,879.44,59711081
2024-03-15,869.3,895.46,862.57,878.365,64208616
2024-03-18,903.88,924.05,870.85,884.55,66897593
2024-03-19,867.0,905.44,850.1,893.98,67217127
2024-03-20,897.97,904.1,882.23,903.72,47906279
2024-03-21,923.0,926.48,904.05,914.35,48037231
2024-03-22,911.41,947.7799,908.3401,942.89,58671936
2024-03-25,939.41,967.6599,935.1,950.02,55213608
2024-03-26,958.51,963.75,925.02,925.61,51364758
2024-03-27,931.12,932.4,891.23,902.5,58606723
2024-03-28,900.0,913.0,891.93,903.56,43521227
2024-04-01,902.99,922.25,892.04,903.63,44811733
2024-04-02,884.48,900.94,876.2,894.52,43137935
2024-04-03,884.84,903.74,884.0,889.64,36759126
2024-04-04,904.06,906.3399,858.8,859.05,42886990
2024-04-05,868.66,884.81,859.26,880.08,39772878
2024-04-08,887.0,888.3,867.32,871.33,27907532
2024-04-09,874.42,876.35,830.22,853.54,49977974
2024-04-10,839.26,874.0,837.09,870.39,43192853
2024-04-11,874.2,907.3899,869.26,906.16,43163727
2024-04-12,896.99,901.7499,875.3,881.86,42680479
2024-04-15,890.98,906.13,859.2901,860.01,44307695
2024-04-16,864.325,881.18,860.639,874.15,37045302
2024-04-17,883.4,887.75,839.5,840.35,49539951
2024-04-18,849.7,861.8999,824.02,846.71,44726034
2024-04-19,831.5,843.24,756.06,762.0,87519800
2024-04-22,781.04,800.73,764.0,795.18,59634051
2024-04-23,807.69,827.69,802.64,824.23,43855937
2024-04-24,839.5,840.82,791.83,796.77,51220753
2024-04-25,788.6801,833.2299,782.23,826.32,42464073
2024-04-26,838.18,883.3093,833.87,877.35,55101078
2024-04-29,875.95,879.92,852.66,877.57,38897076
2024-04-30,872.4,888.19,863.0,864.02,36370870
2024-05-01,850.77,860.0,812.5456,830.41,55986317
2024-05-02,844.49,862.37,832.0,858.17,37789754
2024-05-03,877.89,892.81,870.4,887.89,39834072
2024-05-06,893.9,922.2,890.55,921.4,37620255
2024-05-07,910.98,917.8099,890.11,905.54,43734161
2024-05-08,894.825,911.94,894.2,904.12,32572102
2024-05-09,905.29,910.72,882.31,887.47,37801268
2024-05-10,903.045,914.01,892.27,898.78,33532541
2024-05-13,904.78,909.98,885.29,903.99,28968017
2024-05-14,895.99,916.51,889.34,913.56,29650708
2024-05-15,924.72,948.62,915.99,946.3,41773545
2024-05-16,949.1,958.1899,941.03,943.59,32395182
2024-05-17,943.69,947.4,918.06,924.79,35969103
2024-05-20,937.5,952.0,934.4,947.8,31876446
2024-05-21,935.99,954.0,931.8,953.86,32894646
2024-05-22,954.59,960.2,932.49,949.5,54864799
2024-05-23,1020.28,1063.2,1015.2,1037.99,83506528
2024-05-24,1044.49,1064.75,1030.0,1064.69,42949367
2024-05-28,1102.44,1149.39,1098.83,1139.01,65272789
2024-05-29,1130.5,1154.92,1109.01,1148.25,55744193
2024-05-30,1146.5,1158.1915,1096.63,1105.0,48735033
2024-05-31,1125.2,1127.17,1069.4,1096.33,61326250
2024-06-03,1136.21,1150.0,1120.03,1150.0,43839176
2024-06-04,1157.16,1166.0,1140.45,1164.37,40332401
2024-06-05,1183.71,1224.495,1174.68,1224.4,52840178
2024-06-06,1240.48,1255.87,1183.2,1209.98,66469619
2024-06-07,1197.7,1216.9171,1180.22,1208.88,41238580
2024-06-10,120.37,123.1,117.01,121.79,308134791
2024-06-11,121.77,122.87,118.74,120.91,222551158
2024-06-12,123.06,126.88,122.57,125.2,299595001
2024-06-13,129.39,129.8,127.16,129.61,260704537
2024-06-14,129.96,132.84,128.32,131.88,309320376
2024-06-17,132.99,133.73,129.58,130.98,288504444
2024-06-18,131.14,136.33,130.69,135.58,294335054
2024-06-20,139.8,140.76,129.52,130.78,517768425
2024-06-21,127.12,130.63,124.3,126.57,655484664
2024-06-24,123.24,124.46,118.04,118.11,476060866
2024-06-25,121.2,126.5,119.32,126.09,425787456
2024-06-26,126.13,128.12,122.6,126.4,362975918
2024-06-27,124.1,126.41,122.92,123.99,252571693
2024-06-28,124.58,127.71,122.75,123.54,315516740
2024-07-01,123.47,124.84,118.83,124.3,284885534
2024-07-02,121.13,123.41,121.03,122.67,218373969
2024-07-03,121.66,128.28,121.36,128.28,215748955
2024-07-05,127.38,128.85,125.68,125.83,214176689
2024-07-08,127.49,130.77,127.04,128.2,237677322
2024-07-09,130.35,133.82,128.65,131.38,287020820
2024-07-10,134.03,135.1,132.42,134.91,248978569
2024-07-11,135.75,136.15,127.05,127.4,374782738
2024-07-12,128.26,131.92,127.22,129.24,252680535
2024-07-15,130.56,131.39,127.18,128.44,208326164
2024-07-16,128.44,129.04,124.58,126.36,214769515
2024-07-17,121.35,121.85,116.72,117.99,390086189
2024-07-18,121.85,122.4,116.56,121.09,320979530
2024-07-19,120.35,121.6,117.37,117.93,217223800
2024-07-22,120.35,124.07,119.86,123.54,258068943
2024-07-23,122.78,124.69,122.1,122.59,173910983
2024-07-24,119.17,119.95,113.44,114.25,327776884
2024-07-25,113.04,116.63,106.3,112.28,460067019
2024-07-26,116.19,116.2,111.58,113.06,293399073
2024-07-29,113.69,116.28,111.3,111.59,248152068
2024-07-30,111.52,111.99,102.54,103.73,486833274
2024-07-31,112.9,118.34,110.88,117.02,473174182
2024-08-01,117.53,120.16,106.8104,109.21,523462326
2024-08-02,103.76,108.72,101.37,107.27,482027464
2024-08-05,92.06,103.41,90.69,100.45,552842375
2024-08-06,103.84,107.71,100.55,104.25,409012089
2024-08-07,107.81,108.8,98.69,98.91,411440423
2024-08-08,102.0,105.5,97.52,104.97,391910023
2024-08-09,105.64,106.6,103.43,104.75,290844157
2024-08-12,106.32,111.07,106.26,109.02,325559870
2024-08-13,112.44,116.23,111.58,116.14,312646660
2024-08-14,118.53,118.6,114.07,118.08,339246407
2024-08-15,118.76,123.24,117.47,122.86,318086673
2024-08-16,121.94,125.0,121.18,124.58,302589872
2024-08-19,124.28,130.0,123.42,130.0,318333577
2024-08-20,128.4,129.88,125.89,127.25,300087415
2024-08-21,127.315,129.35,126.66,128.5,257883572
2024-08-22,130.02,130.75,123.1,123.74,376189076
2024-08-23,125.86,129.6,125.22,129.37,323230332
2024-08-26,129.57,131.26,124.37,126.46,331964672
2024-08-27,125.05,129.2,123.88,128.3,303134573
2024-08-28,128.12,128.33,122.64,125.61,448101115
2024-08-29,121.355,124.43,116.71,117.59,453023305
2024-08-30,119.53,121.75,117.22,119.37,333751583
2024-09-03,116.01,116.21,107.29,108.0,477155100
2024-09-04,105.41,113.27,104.12,106.21,368378810
2024-09-05,104.985,109.65,104.76,107.21,306850696
2024-09-06,108.04,108.15,100.95,102.83,413638098
2024-09-09,104.88,106.55,103.69,106.47,273912015
2024-09-10,107.81,109.4,104.95,108.1,268283736
2024-09-11,109.39,117.19,107.42,116.91,441422370
2024-09-12,116.84,120.79,115.38,119.14,367100496
2024-09-13,119.08,119.955,117.6,119.1,238358328
2024-09-16,116.79,118.18,114.36,116.78,248772308
2024-09-17,118.17,118.8,114.83,115.59,231925876
2024-09-18,115.89,117.7,113.22,113.37,310318937
2024-09-19,117.35,119.66,117.25,117.87,293506438
2024-09-20,117.06,118.6181,115.3901,116.0,382462428
2024-09-23,116.55,116.99,114.86,116.26,206228490
2024-09-24,116.515,121.8,115.38,120.87,354966772
2024-09-25,122.02,124.94,121.61,123.51,284692948
2024-09-26,126.8,127.665,121.8,124.04,302582868
2024-09-27,123.97,124.03,119.26,121.4,271009175
2024-09-30,118.31,121.5,118.15,121.44,227053651
2024-10-01,121.765,122.4351,115.79,117.0,302094485
2024-10-02,116.44,119.38,115.14,118.85,221845887
2024-10-03,120.92,124.36,120.3401,122.85,277117973
2024-10-04,124.94,125.04,121.83,124.92,244465552
2024-10-07,124.99,130.64,124.95,127.72,346250233
2024-10-08,130.26,133.48,129.42,132.89,285722485
2024-10-09,134.11,134.52,131.38,132.65,246191612
2024-10-10,131.91,135.0,131.0,134.81,242311337
2024-10-11,134.01,135.78,133.66,134.8,170209474
2024-10-14,136.47,139.6,136.3,138.07,232347668
2024-10-15,137.87,138.57,128.74,131.6,377831021
2024-10-16,133.98,136.62,131.58,135.72,264879720
2024-10-17,139.34,140.89,136.87,136.93,306435921
2024-10-18,138.665,138.9,137.28,138.0,176090184
2024-10-21,138.13,143.71,138.0,143.71,264554514
2024-10-22,142.91,144.42,141.78,143.59,226311589
2024-10-23,142.03,142.43,137.46,139.56,285930038
2024-10-24,140.82,141.35,138.46,140.41,172354888
2024-10-25,140.93,144.13,140.8,141.54,205122109
2024-10-28,143.0,143.14,140.05,140.52,173586745
2024-10-29,140.285,142.2598,138.9,141.25,157593634
2024-10-30,139.54,140.33,136.81,139.335,179418082
2024-10-31,137.6,137.61,132.1106,132.76,270039641
2024-11-01,134.7,137.31,134.57,135.4,207127838
2024-11-04,137.21,138.96,135.57,136.05,187528173
2024-11-05,137.45,140.3701,137.33,139.91,160537373
2024-11-06,142.96,146.49,141.96,145.61,242043945
2024-11-07,146.39,148.93,146.17,148.88,207323303
2024-11-08,148.77,149.77,146.26,147.63,175665830
2024-11-11,148.68,148.85,143.57,145.26,182325620
2024-11-12,146.78,149.65,146.01,148.29,198634738
2024-11-13,149.07,149.33,145.9,146.27,191903267
2024-11-14,147.64,149.0,145.55,146.76,194463301
2024-11-15,144.87,145.24,140.08,141.98,250132869
2024-11-18,139.5,141.55,137.15,140.15,221865993
2024-11-19,141.32,147.13,140.99,147.01,227834912
2024-11-20,147.41,147.56,142.73,145.89,309871654
2024-11-21,149.35,152.89,140.7,146.67,400946570
2024-11-22,145.93,147.16,141.1,141.95,236406154
2024-11-25,141.99,142.05,135.82,136.02,344941875
2024-11-26,137.7,139.3,135.67,136.92,190287654
2024-11-27,135.01,137.22,131.8,135.34,226370912
2024-11-29,136.78,139.35,136.05,138.25,141863156
2024-12-02,138.83,140.45,137.825,138.63,171682777
2024-12-03,138.26,140.54,137.95,140.26,164413965
2024-12-04,141.995,145.79,140.29,145.14,231224295
2024-12-05,145.11,146.54,143.95,145.06,172621180
2024-12-06,144.6,145.7,141.31,142.44,188505573
2024-12-09,138.97,139.95,137.13,138.81,189308625
2024-12-10,139.01,141.82,133.79,135.07,210020888
2024-12-11,137.36,140.17,135.21,139.31,184905192
2024-12-12,137.08,138.44,135.8,137.34,159211393
2024-12-13,138.94,139.6,132.54,134.25,231514881
2024-12-16,134.18,134.4,130.42,132.0,237951130
2024-12-17,129.09,131.59,126.86,130.39,259410263
2024-12-18,133.86,136.7,128.28,128.91,277444533
2024-12-19,131.76,134.03,129.55,130.68,209719210
2024-12-20,129.81,135.28,128.22,134.7,306528553
2024-12-23,136.28,139.79,135.1201,139.67,176053506
2024-12-24,140.0,141.9,138.65,140.22,105156989
2024-12-26,139.7,140.85,137.73,139.93,116519090
2024-12-27,138.55,139.02,134.71,137.01,170582603
2024-12-30,134.83,140.27,134.02,137.49,167734700
2024-12-31,138.03,138.07,133.83,134.29,155659211
2025-01-02,136.0,138.88,134.63,138.31,198247166
2025-01-03,140.01,144.9,139.73,144.47,229322478
2025-01-06,148.59,152.156,147.8201,149.43,265377359
2025-01-07,153.03,153.13,140.01,140.14,351782174
2025-01-08,142.58,143.95,137.56,140.11,227349948
2025-01-10,137.45,139.92,134.22,135.91,207602514
2025-01-13,129.99,133.49,129.51,133.23,204808914
2025-01-14,136.05,136.38,130.05,131.76,195590485
2025-01-15,133.65,136.45,131.29,136.24,185217338
2025-01-16,138.64,138.75,133.49,133.57,209235583
2025-01-17,136.69,138.5,135.4649,137.71,201188760
2025-01-21,139.16,141.83,137.09,140.83,197748985
2025-01-22,144.66,147.79,143.67,147.07,237651395
2025-01-23,145.05,147.23,143.72,147.22,155915549
2025-01-24,148.37,148.97,141.88,142.62,234657635
2025-01-27,124.8,128.4,116.7,118.42,818830895
2025-01-28,121.81,129.0,116.25,128.99,579666350
2025-01-29,126.5,126.89,120.05,123.7,467120640
2025-01-30,123.1,125.0,118.1,124.65,392925469
2025-01-31,123.78,127.85,119.19,120.07,390372899
2025-02-03,114.75,118.57,113.01,116.66,371235677
2025-02-04,116.96,121.2,116.7,118.65,256550040
2025-02-05,121.76,125.0,120.76,124.83,263110629
2025-02-06,127.42,128.77,125.21,128.68,251483574
2025-02-07,129.22,130.37,125.0,129.84,228186298
2025-02-10,130.09,135.0,129.96,133.57,216989086
2025-02-11,132.58,134.48,131.02,132.8,178902379
2025-02-12,130.02,132.24,129.08,131.14,160278552
2025-02-13,131.555,136.5,131.17,135.29,197429975
2025-02-14,136.48,139.25,135.5,138.85,195479557
2025-02-18,141.27,143.44,137.925,139.4,219176627
2025-02-19,139.51,141.36,137.22,139.23,167536006
2025-02-20,140.03,140.66,136.7901,140.11,143903583
2025-02-21,140.04,141.46,134.03,134.43,228217585
2025-02-24,136.56,138.59,130.08,130.28,251381137
2025-02-25,129.98,130.2,124.44,126.63,271428711
2025-02-26,129.985,133.73,128.49,131.28,322553814
2025-02-27,135.0,135.01,120.01,120.15,443175846
2025-02-28,118.02,125.09,116.4,124.92,389091145
2025-03-03,123.51,123.7,112.28,114.06,411381373
2025-03-04,110.645,119.31,110.11,115.99,398163305
2025-03-05,117.58,118.2781,114.51,117.3,284337886
2025-03-06,113.53,115.35,110.22,110.57,321181861
2025-03-07,111.25,113.48,107.56,112.69,341755468
2025-03-10,109.9,111.85,105.46,106.98,361107562
2025-03-11,106.99,112.236,104.77,108.76,354865692
2025-03-12,114.12,116.76,112.88,115.74,323857454
2025-03-13,117.03,117.76,113.79,115.58,299033131
2025-03-14,118.61,121.88,118.15,121.67,277593455
2025-03-17,122.74,122.89,118.03,119.53,255501481
2025-03-18,118.0,119.02,114.54,115.43,299686944
2025-03-19,117.27,120.445,115.68,117.52,273426225
2025-03-20,116.55,120.2,116.47,118.53,248829749
2025-03-21,116.94,117.99,115.42,117.7,266498528
2025-03-24,119.88,122.22,119.34,121.41,228452534
2025-03-25,120.545,121.29,118.92,120.69,167447198
2025-03-26,118.73,118.84,112.71,113.76,296431667
2025-03-27,111.35,114.45,110.66,111.43,236902055
2025-03-28,111.485,112.87,109.0701,109.67,229872549
2025-03-31,105.13,110.955,103.65,108.38,299212653
2025-04-01,108.515,110.2,106.47,110.15,215960125
